Verisure - DARWIN - CIBLEXO - 15012022 12h - 10K - Texte 3;Tag;id;id_stats
Verisure - DARWIN - KONTIKI VS ZECIBLE - H - 13112021 14h - 10K - Texte 1;Alarms;8766f7e8-2478-4d77-b202-5ba3d462d351;53
Verisure - DARWIN - KONTIKI - H - 13112021 14h - 20K - Texte 1;Alarms;c738fb99-e88d-4c09-b9f0-7d5ee0937d24;53
Verisure - DARWIN - LGDE - ss civ - 13112021 14h - 10K - texte3;Alarms;2358912e-51d9-44e2-9687-c3a0a65834b1;53
Verisure - DARWIN - LGDE - ss civ - 13112021 14h - 15K - texte1;Alarms;eb9b6297-efcd-436d-add9-584ec4970223;53
Verisure - DARWIN - JUNGLE BEE - H -  12112021 11h45 - 20K - Texte 1;Alarms;5661c9e2-bd39-4a2e-b206-c0eee9fef90b;53
Verisure - DARWIN - LGDE - ss civ - 12112021 11h45 - 20K - texte1;Alarms;2847a3e8-415e-4e10-b895-6a483075d6ee;53
MEDIAMOOV - assurance santé KTK 10112021 11h00 - 5K;Insurance - Health;4ffee9c8-3c90-44dc-b73d-89c71c465e10;20
Verisure - DARWIN - KONTIKI vs MSS - H- 10112021 11h45 - 3.8K - Texte 1;Alarms;222db431-4e71-4682-aba3-f3c65b6a983a;53
Verisure - DARWIN - MSS - 10112021 11h45 - 3.9K - Texte 1;Alarms;64d708b3-3b13-401d-bfc7-1dabc1301cf4;53
Verisure - DARWIN - EMB - H -10112021 11h45 - 10K - Texte 1;Alarms;67669ce5-4199-45f2-9c11-22a8d193b305;53
Verisure - DARWIN - LGDE - ss civ - 10112021 11h45 - 20K - texte1;Alarms;aa06a74f-4c75-4b96-830f-aa4644bf01c9;53
Verisure - DARWIN - CIBLEXO - H -10112021 11h45 - 10K - Texte 1;Alarms;cd2efcb3-0015-4064-994c-0958f34467c4;53
Verisure - DARWIN - KONTIKI - H - 09112021 11h57 - 20K - texte1;Alarms;793fc4f3-914e-4e2f-985b-4e929cd5e511;53
Verisure - DARWIN - LGDE - ss civ - 09112021 11h45 - 20K - texte1;Alarms;85e6e4e4-cdee-417d-9308-f67a620b8328;53
Verisure - DARWIN - FIDME - H&F - 08112021 12h30 - 10K - texte 1;Alarms;dead467b-dfd5-4084-8ef9-aa7413c243dc;53
Verisure - DARWIN - JUNGLE BEE - H&ss civ - 08112021 12h30 - 10K - texte 3;Alarms;858c4589-aab5-4975-8bf0-3a7afe544e7b;53
Verisure - DARWIN - JUNGLE BEE - H&ss civ - 08112021 12h30 - 10K - texte 1;Alarms;1f8f833a-56f9-4518-92ad-0b9f545e9abd;53
Verisure - DARWIN - LGDE - ss civ - 08112021 12h30 - 20K - texte 3;Alarms;e2e6571a-e65d-4bf7-8881-923844c05188;53
Verisure - DARWIN - JUNGLE BEE - H&ss civ - 06112021 12h30 - 20K - texte1;Alarms;2df39fbc-2a26-45ea-aa69-c3cb2967a131;53
Verisure - DARWIN - KONTIKI - H - 06112021 12h30 - 10K - texte1;Alarms;3ae16420-a451-45be-9c90-f37bc060be88;53
Verisure - DARWIN - LGDE - H&ss civ - 06112021 12h30 - 10K - texte4;Alarms;6a15d88c-6b6b-43c7-8006-fedcb90dd253;53
Verisure - DARWIN - LGDE - H&ss civ - 06112021 12h30 - 10K - texte3;Alarms;e9ffafff-ab25-462a-9e79-ae65e459a77b;53
Verisure - DARWIN - LGDE - H&ss civ - 06112021 12h30 - 10K - texte1;Alarms;9490773f-1b84-476d-bedc-5dde0c25c091;53
Verisure - DARWIN - LGDE - H - 05112021 11h45 - 25K - texte3;Alarms;3ec82fa4-5023-4191-bb8f-12bec3a0ef87;53
Verisure - DARWIN - LGDE - 04112021 12h30 - 15K - texte4;Alarms;23f38045-9402-451b-9d08-a8edc3c4650f;53
Verisure - DARWIN - LGDE - 04112021 12h30 - 15K - texte3;Alarms;621a31b3-ffe1-4b8a-92e4-71bc88083826;53
Verisure - DARWIN - LGDE - 04112021 12h30 - 15K - texte1;Alarms;0a2097d8-70e7-4e67-bdf0-7c467c73b2e2;53
Verisure - DARWIN - LGDE - 03112021 12h30 - 25K - texte3;Alarms;a4497215-5960-4dca-8925-3606e1dfe26f;53
Verisure - DARWIN - LGDE - 03112021 12h30 - 25K - texte2;Alarms;cc49033d-8456-4036-8e52-ee843fba5da5;53
Verisure - DARWIN - LGDE - 03112021 12h30 - 25K - Texte 1;Alarms;df032004-03b3-4057-8f3d-ebe6acc92093;53
MEDIAMOOV - RDV Audio - KTK 05112021 09h15 - 5K;Health;838933b0-fe6e-4da1-8405-d17ed41d007b;14
MEDIAMOOV - RDV Audio - KTK 02112021 09h15 - 5K;Health;2cfa6264-a156-4d5c-af7c-70df83dfe1bc;14
Verisure - DARWIN - LGDE - 23102021 11h50 - 45K ss civ;Alarms;be8d37b6-c53b-4e2a-b0be-b77c80bb211d;53
SWAN_Prixtel_LADVP_23102021_21K;Telecom;6c31c4e9-6192-44e8-b6aa-4290c837a1d3;35
Verisure - DARWIN - LGDE - 22102021 11h50 - 30K ss civ;Alarms;80eadc27-029b-4c3d-81ff-a3b3ab915c76;53
Verisure - DARWIN - EMB - H - 22102021 11h45 - 10K;Alarms;84e0e550-13a4-43ee-8057-78884409dd7e;53
Verisure - DARWIN - CIBLEXO - H - 21102021 11h45 - 10K;Alarms;5eaf412b-22ef-432f-9205-7fbfbc6b2b8c;53
Verisure - DARWIN - LGDE - H - 21102021 11h45 - 30K ss civ;Alarms;bdfd7b4a-87e0-4b9e-95a0-0d8068299e74;53
MEDIAMOOV - RDV Audio - KTK 21102021 09h15 - 5K;Health;4f32470d-ebd5-415d-9dd1-a5aeb2fc9e90;14
MEDIAMOOV - RDV Audio - KTK 20102021 14h45 - 5K;Health;e7ca4e1d-4de3-4a60-9136-4c003796356d;14
Verisure - DARWIN - KONTIKI - H - 20102021 11h45 - 10K;Alarms;eb12a9eb-561f-4789-89be-b6687686948d;53
Verisure - DARWIN - LGDE - H - 20102021 11h45 - 30K dont 30K ss civ;Alarms;3828491f-fcd5-4a10-a203-f2edfe02711d;53
MEDIAMOOV - RDV Audio - KTK 20102021 09h30 - 5K;Health;fe4d619f-2237-4793-92c1-d759590dbf9c;14
MEDIAMOOV - RDV Audio - KTK 19102021 12h30 - 5K;Health;ce263768-2e67-42cb-ab9e-b7d9cab0e409;14
Verisure - DARWIN - FIDME - H - 19102021 12h10 - 10K;Alarms;81f6b4ae-2ad5-4390-8344-7d5ffa6613f5;53
Verisure - DARWIN - LGDE - H - 19102021 11h45 - 30K dont 10K ss civ;Alarms;2e7dc33b-c4b8-47ef-bb5b-605faed9822c;53
MEDIAMOOV - RDV Audio - KTK 18102021 15h00 - 5K;Health;a8273356-0988-490b-8e41-ba7e9a0a963b;14
Verisure - DARWIN - LGDE - H - 18102021 11h45 - 30K dont 10K ss civ;Alarms;6c6f7efd-d7c7-4f21-b5b1-5c5c30fc7dd7;53
Verisure - DARWIN - FIDME - H - 18102021 11h45 - 10K;Alarms;151b811c-a1af-437a-a2be-ba24b79c5b70;53
MEDIAMOOV - RDV Audio - KTK 16102021 12h - 5K;Health;92e22f83-82fa-4c4c-ba32-7aa5fb6f6fcd;14
Verisure - DARWIN - LGDE - H - 16102021 11h35 - 35K dont 10K ss civ;Alarms;6e5aae3d-7b1b-4df6-8e2b-0ba6abc1c24b;53
Verisure - DARWIN - ZECIBLE - H - 16102021 12h - 10K;Alarms;12a43cd1-8a96-409a-826b-6a88230fe659;53
MEDIAMOOV - RDV Audio - KTK 15102021 14h55 - 10K;Health;33060233-ad2d-45ab-9a0a-1709f411bff4;14
Verisure - DARWIN - LGDE - H - 15102021 12h10 - 50K dont 20K ss civ;Alarms;08b4ccd2-20fd-4e18-aec9-1b9047442ac6;53
MEDIAMOOV - RDV Audio - KTK 14102021 14h50 - 5K;Health;eedf1323-c4f8-4774-86eb-5704bd6ec2ae;14
Verisure - DARWIN - FIDME - H - 14102021 12h12 - 20K;Alarms;4ff9b458-6249-4e34-a161-dbdbb2960fc4;53
Verisure - DARWIN - JUNGLE - H - 14102021 12h05 - 20K;Alarms;e677f46a-7b93-4db7-8ee5-30f9f140e374;53
Verisure - DARWIN - LGDE - H - 14102021 11h45 - 40K dont 10K ss civ;Alarms;d5d87228-7dcc-49af-b24b-deb7ff53f94d;53
RDV Audio;Health;3f7bf87f-3a12-4df9-88fd-b95a0687419c;14
Verisure - DARWIN - LGDE - H - 13102021 11h45 - 40K dont 12K ss civ;Alarms;e22556ec-4451-409d-a0c0-4936afafe074;53
Verisure - DARWIN - ZECIBLE - H - 12102021 12h - 15K;Alarms;03b75587-4156-49b1-8eeb-0bd7ba6e3ae1;53
Verisure - DARWIN - LGDE - H - 12102021 12h - 30K;Alarms;070044b6-bab4-4f66-a4bc-e1b226338440;53
Verisure - DARWIN - ZECIBLE - H - 11102021 12h - 15K;Alarms;ce36ac90-2a38-49cf-9f84-47f90af8ad1f;53
Verisure - DARWIN - LGDE - H - 11102021 12h - 30K;Alarms;0cf7d427-809d-4764-9872-c4615a7d7a2d;53
Verisure - DARWIN - LGDE - H - 09102021 12h - 25K;Alarms;ad91e0f5-9dd5-422a-b1d8-a6a32e1fa519;53
Verisure - DARWIN - ZECIBLE - H - 09102021 12h - 25K;Alarms;bf88c06f-adc3-4ced-85cd-b5b718aa0abb;53
Verisure - DARWIN - LGDE - H - 08102021 11h55 - 20K;Alarms;a057729e-be60-47a2-b2b8-6c427803867c;53
Verisure - DARWIN - LGDE - H - 07102021 11h45 - 20K;Alarms;8d9762b1-2bf0-435d-b0ef-7b25659a1cb3;53
Verisure - DARWIN - ZECIBLE - H - 07102021 11h45 - 20K;Alarms;cb07b159-e760-415d-946a-c05c8710c104;53
Verisure - DARWIN - LGDE - H - 06102021 11h45 - 20K;Alarms;9acf598a-18cd-477b-b3d4-21d71840ca3d;53
Verisure - DARWIN - LGDE - H - 05102021 11h45 - 20K;Alarms;ac96e563-9eac-4193-ac84-d5f155bf8836;53
Verisure - DARWIN - LGDE - H - 02102021 12h - 20K;Alarms;7b06f8e3-2cf8-4cbb-aa5e-e7b3cc616cd0;53
Verisure - DARWIN - LGDE - H - 04102021 11h30 - 20K;Alarms;cb2f2bc9-e20d-426e-8779-d850a947d17d;53
Verisure - SWAN_KONTIKI LGDE H 30092021 - 17h00 - 50K;Alarms;e5cbccef-4685-45fe-b296-e2ee5edbf720;53
Verisure - SWAN_KONTIKI FIDME H 30092021 - 13h00 - 5K - Duplicated - Duplicated;Alarms;295243fc-4e1b-4a29-850f-35124a5533ee;53
Verisure - SWAN_KONTIKI JUNGLE H 30092021 - 13h00 - 5K - Duplicated - Duplicated - Duplicated;Alarms;517dd79d-6b4f-4823-bb88-c36d056f65a4;53
Verisure - SWAN_KONTIKI ZECIBLE H 30092021 - 13h00 - 5K - Duplicated;Alarms;22f6c157-ef00-4184-bd44-d89fc05c3651;53
Verisure - SWAN_KONTIKI LGDE H 30092021 - 13h00 - 5K - Duplicated - Duplicated;Alarms;94e4c57d-4cfc-4486-a198-3d707b945ec3;53
Verisure - SWAN_KONTIKI MSS H 30092021 - 13h00 - 5K;Alarms;22ade597-ab91-4023-ac3d-da0aabc7f3c2;53
Verisure - SWAN_KONTIKI CIBLEXO H 30092021 - 13h00 - 5K - Duplicated;Alarms;2e695136-8fb5-4dd3-b233-fe5f76ee76a6;53
Verisure - SWAN_KONTIKI EMB H 30092021 - 13h00 - 5K;Alarms;e9d915ab-e7c1-4578-b05d-44b79e1cd52c;53
Verisure - SWAN_KONTIKI H 29092021 - 17h00 - 20K;Alarms;32a4c60c-6695-4654-809b-cac14d752f39;53
Verisure - SWAN_EMB H 29092021 - 13h25 - 30K;Alarms;da1af3e2-7540-40cf-b72c-57d21a22a3c5;53
Verisure - SWAN_EMB H 28092021 - 17h35 - 30K;Alarms;3c3eb092-c343-4c05-bd8e-1fd14f8626c9;53
Verisure - SWAN_KONTIKI H 28092021 - 13h35 - 30K;Alarms;91289de3-9f29-4141-9d59-66fd6e695ef3;53
Verisure - SWAN_CIBLEXO 27092021 - 15h55 - 50K;Alarms;ba6fb731-512b-4019-9c04-b89cb83c1c77;53
Verisure - SWAN_CIBLEXO 25092021 - 18h - 40K 2;Alarms;381ec7ba-3d7c-4f84-9af2-dfa1529948d0;53
Verisure - SWAN_CIBLEXO 25092021 - 12h - 40K 1;Alarms;ed7887c2-baa5-4398-a809-2bd320a4557b;53
Verisure - DARWIN - CIBLEXO 25092021 12h - 45K;Alarms;8165f1c9-638b-475b-97c3-8d2862c60cb7;53
Verisure - SWAN_CIBLEXO 24092021 - 12h05 - 80K;Alarms;7c6ac7a4-9561-4a3e-a431-87f737c51e80;53
Verisure - SWAN_CIBLEXO 23092021 - 12h - 50K;Alarms;8b00e523-4b73-4a87-9044-66c0c620db1b;53
Verisure - SWAN_CIBLEXO 22092021 - 12h10 - 40K;Alarms;b8616a58-9b98-47f7-9709-28affa9e50ab;53
Verisure - DARWIN - CIBLEXO 22092021 - 30K;Alarms;4639568b-c6a7-4a4d-8e00-7223bfc682a6;53
Verisure - BENL - Webmedia_MEDIAZ 21092021 - 16h00 - 2K;Alarms;096d1ea8-8a61-4bbc-b5ff-c99fae37d68d;53
Verisure - BEFR - WebmediaRM_MEDIAZUR 20092021 - 17h20 - 2K;Alarms;ae206017-fec5-4051-9ee1-92399fbeef6f;53
Verisure - SWAN_CIBLEXO 20092021 - 12h10 - 50K;Alarms;8f44c239-2dd6-469c-bd94-8db77212c89a;53
Verisure - SWAN_CIBLEXO 20092021 - 16h20 - 40K;Alarms;ba46236a-b71e-4e51-bf4b-a01e58163e58;53
Verisure - DARWIN - CIBLEXO 18092021 - 50K;Alarms;a919f1be-665f-4eda-bf4c-915ca431181b;53
Verisure - DARWIN - CIBLEXO 17092021 - 50K;Alarms;2d9b6d0f-46a0-43dd-ae72-6097acfe2163;53
Verisure - SWAN_CIBLEXO 18092021 - 12h00 - 40K;Alarms;b7c35374-7279-4846-8753-84cc528b6e12;53
Verisure - SWAN_CIBLEXO 17092021 - 12h00 - 40K;Alarms;223f51d2-ad45-480f-89c5-2dab47a2f459;53
Verisure - SWAN_CIBLEXO 16092021 - 11h40 - 40K;Alarms;4e136ed1-129e-4a03-80eb-c1b3679d273b;53
Verisure - SWAN_BENLv2_13092021 - 11h30 - 2.5K;Alarms;1bed422e-dd5b-4eb4-b3fc-1fff4c423e22;53
Verisure - SWAN_BEFRv1_15092021 - 13h30 - 2.5K;Alarms;26b5fe2d-c845-4694-a571-c03bbb790812;53
Verisure - SWAN_BENLv1_15092021 - 13h30 - 2.5K;Alarms;8d91dad6-8ddd-4f2d-996c-933f94af4812;53
Verisure - SWAN_BEFRv2_15092021 - 13h30 - 2.5K;Alarms;55edeb3a-1f27-485f-8c98-3fdb78d8aca6;53
Verisure - SWAN_CIBLEXO 15092021 - 11h55 - 40K;Alarms;93046429-6f60-413b-8d59-1edf616659a2;53
Verisure - 2 - SWAN_CIBLEXO 14092021 - 12h - 20K - Duplicated;Alarms;a0cbffa6-6c89-4207-945e-b70698685c3a;53
Verisure - 1 - SWAN_CIBLEXO 14092021 - 12h - 20K;Alarms;6fb781f1-14c3-42a6-995e-593296ff431f;53
Verisure - SWAN_CIBLEXO 13092021 - 12h - 20K;Alarms;af244a3d-48b5-4e1a-a2b3-b7644063e475;53
Verisure - SWAN_CIBLEXO 11092021 - 12h - 30K;Alarms;21e203b8-9ad1-4ec1-b983-027663080743;53
Verisure - SWAN_CIBLEXO 10092021 - 11h45 - 30K;Alarms;0ce0a44e-27fe-43cb-b911-df4761338b3d;53
Verisure - DARWIN - CIBLEXO 11092021 - 6K;Alarms;b958f7f6-0742-45b6-8076-0759e2e3e2c9;53
Verisure - SWAN_CIBLEXO 09092021 - 17h30 - 20K;Alarms;270c8d1f-2e2b-4d36-a681-2738fd13e9d7;53
Verisure - CIBLEXO 09092021 - 10K;Alarms;9b3859ad-8c73-499e-a6fc-dab2e53ec12d;53
Verisure - CIBLEXO 07092021 - 20K;Alarms;3bd2307e-3ab9-4be0-8e16-0933b4034b29;53
Verisure - DARWIN - CIBLEXO 07092021 - 6K;Alarms;02c354c6-89cd-4112-bfa2-d33e54b7dd2c;53
Verisure - CIBLEXO 06092021 - 30K;Alarms;dc00d06b-6a75-4e60-bc87-f00fbbdd8bee;53
Verisure - CIBLEXO 04092021 - 30K;Alarms;70695ae7-d6d0-4449-be0c-d5cda9ccc68a;53
Verisure - CIBLEXO 03092021 - 20K;Alarms;1334314e-9d7a-4330-9d84-9b445b70e9a9;53
Verisure - CIBLEXO 02092021 - 20K;Alarms;cf5f8ad2-9758-4516-965e-9f8341113b6f;53
Verisure - CIBLEXO 01092021 - 50K - Duplicated;Alarms;f6c8a1eb-7632-412c-8477-c6b7f90a28b0;53
Verisure - CIBLEXO 07082021 - 80K;Alarms;f0ab405d-ed8c-4dce-a824-e0d7e1d825dc;53
Verisure - CIBLEXO 06082021 - 80K;Alarms;a1e3cf20-c88f-490c-bc0d-a25a0af98d5e;53
Verisure - CIBLEXO 05082021 - 80K;Alarms;b0ec7a32-a8ed-41b8-9aac-d93a44e1f93e;53
Verisure - CIBLEXO 04082021 - 80K;Alarms;840c59e2-65ff-4f58-a83f-93b803cd1087;53
Verisure - CIBLEXO 03082021 - 80K;Alarms;1acb795c-8779-46e4-aff5-734baa5ff86a;53
Verisure - CIBLEXO 02082021 - 25K;Alarms;9497524b-0a61-418c-ac8e-3a6a6e6377b4;53
Verisure - MSS 02082021 - 55K;Alarms;66a9e043-a583-430c-bc8a-cc2294392948;53
Verisure - LGDBP 22072021 - 50K - Duplicated;Alarms;b0f071f8-f91f-43d6-a918-738fbc9566a4;53
Verisure - MSS 30072021 - 80K;Alarms;5c0edcf5-d7d3-4a15-9d3f-f93b9dbf9d55;53
Verisure - MSS 31072021 - 80K;Alarms;06b96871-d7f5-4b22-b495-7fa8dc615fcf;53
Verisure - MSS 29072021 - 80K;Alarms;a1ce6bed-5974-48bf-b584-5f78be7248e3;53
Verisure - MSS 28072021 - 69K;Alarms;8e6c6bd2-5d78-4752-a76d-78521ebb747b;53
Verisure - MSS 27072021 - 30K;Alarms;27fe59a7-cde8-4b2d-840d-13088cf6923a;53
Verisure - MSS 26072021 - 30K;Alarms;733076b6-b049-4fca-b976-1d3d13010eff;53
Verisure - MSS 24072021 - 30K;Alarms;515da986-2ecf-4000-bcff-123247f798af;53
Verisure - MSS 23072021 - 30K;Alarms;f6c424ef-c7a9-48d3-8509-3bca38210225;53
Verisure - Madestinee 28072021 - 10K;Alarms;b720be5b-7ddd-4224-a315-155373694085;53
Verisure - Madestinee 27072021 - 50K;Alarms;c2782e2a-3de2-44cd-a983-fedc83ffa5c1;53
Verisure - Madestinee 26072021 - 7K;Alarms;8588091f-1f9c-40f0-bd30-ca70dfebed70;53
Verisure - LGDBP 26072021 - 42K;Alarms;937a0f4e-863c-4424-a50b-65e6b666e8f4;53
Verisure - LGDBP 24072021 - 50K;Alarms;dfdd5f8a-c41d-4d85-aa2b-e71f603db83d;53
Verisure - LGDBP 23072021 - 50K;Alarms;a9dec74d-0d26-477a-b476-24883c471a35;53
Verisure - LGDBP 21072021 - 50K;Alarms;2430670c-8a96-4bda-a96a-a639afa5743a;53
Verisure - LGDBP 20072021 - 50K;Alarms;f6aad3f4-c82e-42bd-b0fe-9dd62a27708c;53
Verisure - LGDBP 19072021 - 50K;Alarms;12539f2a-e21f-46e3-88fe-afd10ad3118d;53
Verisure - LGDBP 17072021 - 50K;Alarms;aae20333-a314-4190-b079-bd0be97f86d1;53
Verisure - LGDBP 16072021 - 50K;Alarms;e5a1697f-052c-4d5c-af88-4b6d7d232b79;53
Verisure - LGDBP 15072021 - 50K;Alarms;9f684c6c-45b5-4cf2-96fe-d4e65e6a8949;53
Verisure - LGDBP 13072021 - 50K;Alarms;be2fce12-993b-42fa-a120-277fde5f757a;53
Verisure - LGDBP 12072021 - 50K;Alarms;b4255476-daac-42db-a6bb-54827d4b9c68;53
Verisure - LGDBP 10072021 - 50K;Alarms;7b2d2ace-e747-4456-9c55-25912c5dbe03;53
Verisure - LGDBP 09072021 - 50K;Alarms;4eb40499-62b4-4051-9ba8-e376be18f3a9;53
Verisure - LGDBP 08072021 - 50K;Alarms;51298a1c-e9e1-40e8-a127-817d9d02c44d;53
Verisure - LGDBP 07072021 - 54.5K;Alarms;f12f6fe5-0830-4d61-94a9-5fdc962e24e8;53
Verisure - LGDBP 06072021 - 25K - CANCELLED;Alarms;c9dd6b73-097c-46ca-b5a3-7f2ee69f6d7e;53
Verisure - LGDBP 06072021 - 50K;Alarms;02ad8211-ed48-4a58-aeff-07af087f43c8;53
Verisure - LGDBP 05072021 - 50K;Alarms;04586203-8422-4a7b-a269-a0bf243a9905;53
Verisure - LGDBP 05072021;Alarms;80ae84d7-64cb-421f-9e74-89677eb02bdb;53
Verisure - LGDBP 03072021;Alarms;b8086410-8a04-4882-bfe0-187a97161fbb;53
Verisure - LGDBP 02072021;Alarms;04903dba-c8b3-4a81-a392-a029554e5d63;53
Verisure - Duplicated;Alarms;9b283ce6-21e1-42cd-8b9a-5616071971d2;53
Verisure - Duplicated;Alarms;57f42917-2c74-4b7b-ad5a-a9d36c28b686;53
Verisure - Duplicated;Alarms;ecae1c52-7ee0-497a-aa69-e527dee77bfe;53
Aterno 1;Renovation;0530983a-389c-4233-896a-5da7d8fb18e6;50
Aterno 2;Renovation;2c10d920-2f78-4364-acc5-3e8f161b2d46;50
Verisure;Alarms;2db47d47-4962-4cca-82b5-700765575fd2;53
